period,label,spatial_coverage,start,stop,authority,source,publication_year,broader_periods,narrower_periods
http://n2t.net/ark:/99152/p08m57hxw2p,Solutrean,France | Spain,-16050,-12050,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h2njg,Burgundian,Gaul | France,0401,0539,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hz87q,Afsharid dynasty,Georgia (country) | Georgia | Armenia | Iran | Azerbaijan,1736,1796,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hgq6p,Germanic,Germania | Luxembourg | Slovakia | Poland | Belgium | Czech Republic | Netherlands | Germany | Austria | Hungary,-0099,0800,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hdw58,Western British Iron Age,"Gloucestershire, Avon and western Oxfordshire, parts and parts of Herefordshire, Worcestershire, Warwickshire, Berkshire, Wiltshire and Somerset",-0049,0050,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hrw6r,Nasrid dynasty,"Granada, Spain | Spain",1230,1492,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h93nr,Early Helladic,Greece,-3199,-1999,http://n2t.net/ark:/99152/p08m57h,British Museum,,,http://n2t.net/ark:/99152/p08m57hkc46
http://n2t.net/ark:/99152/p08m57hkc46,Early Helladic I,Greece,-3199,-2899,http://n2t.net/ark:/99152/p08m57h,British Museum,,http://n2t.net/ark:/99152/p08m57h93nr,
http://n2t.net/ark:/99152/p08m57hhwhv,Early Helladic II,Greece,-2899,-2299,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hqc2g,Early Helladic III,Greece,-2299,-1999,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hwgdb,Middle Cycladic I,Greece,-1999,-1849,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57htg8p,Middle Helladic,Greece,-1999,-1599,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h633c,Middle Helladic I,Greece,-1999,-1849,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hw5xf,Middle Cycladic II,Greece,-1849,-1699,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57htrxd,Middle Helladic II,Greece,-1849,-1699,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57ht7n5,Middle Cycladic III,Greece,-1699,-1599,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hx2fq,Middle Helladic III,Greece,-1699,-1599,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h4pj6,Late Cycladic I,Greece,-1599,-1499,http://n2t.net/ark:/99152/p08m57h,British Museum,,http://n2t.net/ark:/99152/p08m57hmkfm,
http://n2t.net/ark:/99152/p08m57hscxb,Late Helladic I,Greece,-1599,-1499,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h97b5,Mycenaean,Greece,-1599,-1059,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h9rb2,Late Cycladic II,Greece,-1499,-1399,http://n2t.net/ark:/99152/p08m57h,British Museum,,http://n2t.net/ark:/99152/p08m57hmkfm,
http://n2t.net/ark:/99152/p08m57h5k43,Late Helladic II,Greece,-1499,-1399,http://n2t.net/ark:/99152/p08m57h,British Museum,,,http://n2t.net/ark:/99152/p08m57hzjqx http://n2t.net/ark:/99152/p08m57h9kpp
http://n2t.net/ark:/99152/p08m57h9kpp,Late Helladic IIA,Greece,-1499,-1449,http://n2t.net/ark:/99152/p08m57h,British Museum,,http://n2t.net/ark:/99152/p08m57h5k43,
http://n2t.net/ark:/99152/p08m57hzjqx,Late Helladic IIB,Greece,-1449,-1399,http://n2t.net/ark:/99152/p08m57h,British Museum,,http://n2t.net/ark:/99152/p08m57h5k43,
http://n2t.net/ark:/99152/p08m57h7pzd,Late Cycladic III,Greece,-1399,-1059,http://n2t.net/ark:/99152/p08m57h,British Museum,,http://n2t.net/ark:/99152/p08m57hmkfm,
http://n2t.net/ark:/99152/p08m57hdxbz,Late Helladic III,Greece,-1399,-1059,http://n2t.net/ark:/99152/p08m57h,British Museum,,,http://n2t.net/ark:/99152/p08m57hghhs http://n2t.net/ark:/99152/p08m57h7mn7 http://n2t.net/ark:/99152/p08m57h2x2d
http://n2t.net/ark:/99152/p08m57hghhs,Late Helladic IIIA,Greece,-1399,-1299,http://n2t.net/ark:/99152/p08m57h,British Museum,,http://n2t.net/ark:/99152/p08m57hdxbz,http://n2t.net/ark:/99152/p08m57hd564 http://n2t.net/ark:/99152/p08m57h837z
http://n2t.net/ark:/99152/p08m57hd564,Late Helladic IIIA1,Greece,-1399,-1374,http://n2t.net/ark:/99152/p08m57h,British Museum,,http://n2t.net/ark:/99152/p08m57hghhs,
http://n2t.net/ark:/99152/p08m57h837z,Late Helladic IIIA2,Greece,-1374,-1299,http://n2t.net/ark:/99152/p08m57h,British Museum,,http://n2t.net/ark:/99152/p08m57hghhs,
http://n2t.net/ark:/99152/p08m57h2x2d,Late Helladic IIIB,Greece,-1299,-1199,http://n2t.net/ark:/99152/p08m57h,British Museum,,http://n2t.net/ark:/99152/p08m57hdxbz,http://n2t.net/ark:/99152/p08m57hpz2n http://n2t.net/ark:/99152/p08m57hdh5d
http://n2t.net/ark:/99152/p08m57hpz2n,Late Helladic IIIB1,Greece,-1299,-1249,http://n2t.net/ark:/99152/p08m57h,British Museum,,http://n2t.net/ark:/99152/p08m57h2x2d,
http://n2t.net/ark:/99152/p08m57hdh5d,Late Helladic IIIB2,Greece,-1249,-1199,http://n2t.net/ark:/99152/p08m57h,British Museum,,http://n2t.net/ark:/99152/p08m57h2x2d,
http://n2t.net/ark:/99152/p08m57h7mn7,Late Helladic IIIC,Greece,-1199,-1059,http://n2t.net/ark:/99152/p08m57h,British Museum,,http://n2t.net/ark:/99152/p08m57hdxbz,
http://n2t.net/ark:/99152/p08m57hrgdf,Sub-Mycenaean,Greece,-1059,-0999,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hj2vt,Geometric Greek,Greece,-0899,-0699,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hdsg5,Archaic Greek,Greece,-0699,-0479,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hzczq,Orientalising Period,Greece,-0699,-0599,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h8vr5,Early Corinthian,Greece,-0619,-0589,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h7472,Middle Corinthian,Greece,-0594,-0569,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hqw58,Late Corinthian,Greece,-0569,-0499,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h7jrk,Classical Greek,Greece,-0479,-0322,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hmdw6,Late Antique,"Greece, Cyprus, eastern Balkans, parts of the Caucasus, Asia Minor, Levant, Egypt and parts of Italy",0501,0700,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hj5tb,Macedonian Dynasty,Greece; Anatolia; Egypt; Babylon; India,-0332,-0311,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h96rf,Graeco-Iberian,Greek colonies established at Emporion and Rhode | Spain,-0599,-0166,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hmxs6,Traikutaka dynasty,Gujarat | India,0388,0480,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hg5fm,Haftavan Period IC-IA,"Haftavan Tepe, Iran",0200,0600,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hmc79,Haftavan Period VII,"Haftavan Tepe, Iran | Iran",-2599,-2199,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h6f2n,Haftavan Period VIII,"Haftavan Tepe, Iran | Iran",-2599,-2599,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hr9h2,Haftavan Period VIC,"Haftavan Tepe, Iran | Iran",-2199,-1999,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h6hct,Early Haftavan Period VIB,"Haftavan Tepe, Iran | Iran",-1899,-1549,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hhnbk,Haftavan Period VIB,"Haftavan Tepe, Iran | Iran",-1899,-1449,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hwhvf,Late Haftavan Period VIB,"Haftavan Tepe, Iran | Iran",-1549,-1449,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hpkmj,Haftavan Period V,"Haftavan Tepe, Iran | Iran",-1449,-1099,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h9tkm,Haftavan Period IV,"Haftavan Tepe, Iran | Iran",-1099,-0799,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hhvzg,Haftavan Period III,"Haftavan Tepe, Iran | Iran",-0799,-0699,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hsh92,Haftavan Period II,"Haftavan Tepe, Iran | Iran",-0538,-0330,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hj6vv,Graeco-Roman,Hellenistic and Roman Egypt | Egypt,-0331,0400,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h98w5,Himyarite,Himyar | Yemen | Saudi Arabia,0001,0100,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hx822,Rajput,Hindu India | India,0801,1000,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hvg52,Hispano-Visigothic,Iberia | Spain,0507,0711,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hq3c3,Copper Hoard,India,-0999,0000,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hd85k,Early Historic,India,-0499,0500,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h3bpj,Mughal dynasty,India,1526,1805,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hc2ck,Jahangir reign,India,1605,1627,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hsmnr,Achaemenid Dynasty,India to Egypt | Jordan | Turkey | West India | Israel | Iran | Syria | Lebanon | Egypt | Afghanistan | Iraq,-0549,-0330,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hjvcn,Khalji dynasty,India | Afghanistan | Pakistan,1296,1320,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hkvbk,Middle Elamite,Iran,-1499,-0999,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hxjbg,Neo-Elamite,Iran,-0999,-0538,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h9jpf,Neo-Elamite II,Iran,-0742,-0645,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hpgvt,Early Sasanian,Iran,0201,0400,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hwdx8,Khans of Ganja,Iran  | Iran,1747,1805,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hthkm,Pahlavi dynasty,Iran  | Iran,1925,1979,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hkdk9,Safavid dynasty,Iran; Persia | Iran,1501,1722,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hs35q,Parthian,Iran; southern Iraq; much of Syria | Iran | Syria | Iraq,-0199,0224,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h7nv8,Hassuna,Iraq,-6999,-5999,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hwwtz,Abbasid dynasty,Iraq,0749,1258,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hd28w,Ninevite 5 Painted,Iraq | Syria | Turkey,-2999,-2749,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hskv9,Copper Age,Italy,-3799,-2199,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hsqg3,Recent Bronze Age,Italy,-1349,-1199,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hnx6c,Final Bronze Age,Italy,-1199,-0974,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hbsw8,Early Iron Age early,Italy,-0999,-0879,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hj8vd,Proto-Etruscan,Italy,-0999,-0779,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h4q9c,Early Iron Age late,Italy,-0899,-0779,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hr9km,Ostrogothic,Italy,0493,0493,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hb3zn,Yayoi Period,Japan,-0199,0250,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h8nt6,Kaya Kingdom,Japan,0042,0562,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hkp2w,Kofun Period,Japan,0250,0552,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h9bg4,Asuka Period,Japan,0552,0646,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h6qhk,Taika Era,Japan,0645,0650,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hq6r4,Hakuho Period,Japan,0646,0710,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hvdrj,Hakuchi Era,Japan,0650,0672,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hg8w8,Hakuho Era,Japan,0672,0686,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57ht8v6,Shucho Era,Japan,0686,0701,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h5stj,Daiho Era,Japan,0701,0704,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hv579,Keiun Era,Japan,0704,0708,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h3rkr,Wado Era,Japan,0708,0715,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hs9rb,Nara Period,Japan,0710,0794,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hc3ff,Reiki Era,Japan,0715,0717,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hq7xt,Yoro Era,Japan,0717,0724,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hn6dp,Tenpyo Era,Japan,0729,0749,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hx9d8,Tenpyo-kampo Era,Japan,0749,0749,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hb9wm,Tenpyo-shoho Era,Japan,0749,0757,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h9q9g,Tenpyo-hoji Era,Japan,0757,0765,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hf8f6,Tenpyo-jingo Era,Japan,0765,0767,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hxd68,Hoki Era,Japan,0770,0781,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h8phr,Ten'o Era,Japan,0781,0782,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hwz93,Enryaku Era,Japan,0782,0806,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hj3pm,Heian Period,Japan,0794,1185,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h7qgh,Daido Era,Japan,0806,0810,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hnjgv,Konin Era,Japan,0810,0824,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h3ckw,Jowa Era,Japan,0834,0848,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hfq7r,Kajo Era 848-851,Japan,0848,0851,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hd8x4,Ninju Era,Japan,0851,0854,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hd46t,Saiko Era,Japan,0854,0857,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h3d5m,Tennan Era,Japan,0857,0859,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hcq62,Jogan Era,Japan,0859,0877,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hxjxh,Gangyo Era,Japan,0877,0885,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h9jj8,Ninna Era,Japan,0885,0889,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h6phb,Kanpyo Era,Japan,0889,0898,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h5m6w,Shotai Era,Japan,0898,0901,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hnspg,Engi Era,Japan,0901,0923,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h8h3w,Koryo Dynasty,Japan,0918,1392,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h6kx4,Encho Era,Japan,0923,0931,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h3jhm,Johei Era,Japan,0931,0938,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h8dch,Tengyo Era,Japan,0938,0947,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hhthc,Tenryaku Era,Japan,0947,0957,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hmmpx,Tentoku Era,Japan,0957,0961,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h7ddk,Owa Era,Japan,0961,0964,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hpdg3,Koho Era,Japan,0964,0968,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h2z5j,Tenroku Era,Japan,0970,0973,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h2nnc,Ten'en Era,Japan,0973,0976,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hdpgc,Jogen Era 976-978,Japan,0976,0978,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hb5hb,Tengen Era,Japan,0978,0983,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h9ktv,Eikan Era,Japan,0983,0985,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hn7zp,Kanna Era,Japan,0985,0987,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hnt9g,Ei'en Era,Japan,0987,0989,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h3khv,Eiso Era,Japan,0989,0990,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57ht8nd,Shoryaku Era,Japan,0990,0995,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hsj6d,Chotoku Era,Japan,0995,0999,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hc9p3,Choho Era,Japan,0999,1004,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hggdn,Kanko Era,Japan,1004,1012,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hzrp7,Chowa Era,Japan,1012,1017,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hwcft,Kaitai,Japan,1012,1019,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h3m56,Kannin Era,Japan,1017,1021,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h36h2,Manju Era,Japan,1024,1028,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hwm86,Chogen Era,Japan,1028,1037,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hk2qv,Choryaku Era,Japan,1037,1040,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h7dg6,Chokyu Era,Japan,1040,1044,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hmmg6,Kantoku Era,Japan,1044,1046,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hzw64,Eijo Era,Japan,1046,1053,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hp24h,Tengi Era,Japan,1053,1058,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hkszd,Kohei Era,Japan,1058,1065,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hc7tq,Enkyu Era,Japan,1069,1074,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hqpqf,Joho Era,Japan,1074,1077,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h9jxh,Joryaku Era,Japan,1077,1081,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h5mmg,Eiho Era,Japan,1081,1084,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57ht2s2,Otoku Era,Japan,1084,1087,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hn75v,Kanji Era,Japan,1087,1094,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hdvtm,Kaho Era,Japan,1094,1096,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h6s4t,Eicho Era,Japan,1096,1097,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57hxm3w,Jotoku Era,Japan,1097,1099,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
http://n2t.net/ark:/99152/p08m57h66ch,Kowa Era 1099-1104,Japan,1099,1104,http://n2t.net/ark:/99152/p08m57h,British Museum,,,
